longid	txid	id	DnaBinding	ProtBinding	Coregulator
maker-scaffold-219-augustus-gene-0.1	NA	BCL6	TRUE	FALSE	FALSE
maker-scaffold-224-augustus-gene-0.1	NA	ZNF91	TRUE	FALSE	FALSE
maker-scaffold-27-augustus-gene-0.7	NA	ZBTB46	TRUE	FALSE	FALSE
maker-scaffold-306-augustus-gene-0.2	NA	IRF9	TRUE	FALSE	FALSE
maker-scaffold-366-augustus-gene-0.1	NA	ZNF777	TRUE	FALSE	FALSE
maker-scaffold-407-augustus-gene-0.1	NA	GMEB2	TRUE	FALSE	TRUE
maker-scaffold-450-augustus-gene-0.1	NA	EMX2	TRUE	FALSE	FALSE
maker-scaffold-450-augustus-gene-0.1	NA	EMX1	TRUE	FALSE	FALSE
maker-scaffold-47-augustus-gene-0.3	NA	GOLGB1	TRUE	FALSE	FALSE
maker-scaffold-477-augustus-gene-0.1	NA	PLAGL2	TRUE	FALSE	FALSE
maker-scaffold-71-augustus-gene-0.6	NA	CRX	TRUE	FALSE	FALSE
maker-scaffold-83-augustus-gene-0.2	NA	ZBTB7A	TRUE	FALSE	FALSE
maker-scaffold-90-augustus-gene-0.12	NA	TAF6	TRUE	FALSE	FALSE
maker-scaffold-97-augustus-gene-0.3	NA	ZBTB17	TRUE	FALSE	FALSE
maker-scaffold-98-augustus-gene-0.4	NA	NRF1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-1011.4	crovir-transcript-9986	CUX1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-1015.6	crovir-transcript-10065	GTF2IRD1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-1015.7	crovir-transcript-10066	GTF2I	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-1032.4	crovir-transcript-10069	VEZF1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-1037.11	crovir-transcript-10080	AATF	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-11.12	crovir-transcript-6778	GATAD2A	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-111.3	crovir-transcript-7133	FOXN3	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-132.9	crovir-transcript-7177	ESRRB	TRUE	TRUE	TRUE
maker-scaffold-ma1-augustus-gene-134.10	crovir-transcript-7235	JDP2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-134.9	crovir-transcript-7232	BATF	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-135.15	crovir-transcript-7192	FOS	TRUE	TRUE	FALSE
maker-scaffold-ma1-augustus-gene-139.25	crovir-transcript-7283	ZNF410	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-143.6	crovir-transcript-7226	PAX9	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-147.7	crovir-transcript-7228	NPAS3	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-152.10	crovir-transcript-7326	STRN3	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-168.2	crovir-transcript-7256	MEIS2	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-182.4	crovir-transcript-7350	MGA	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-188.9	crovir-transcript-7412	ELMSAN1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-19.6	crovir-transcript-6772	KLF11	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-19.6	crovir-transcript-6772	KLF16	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-19.8	crovir-transcript-6775	NFIC	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-198.6	crovir-transcript-7440	ZFP36L1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-2.14	crovir-transcript-6712	MIER2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-204.3	crovir-transcript-7455	SPI1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-205.14	crovir-transcript-7523	NR1H3	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-205.16	crovir-transcript-7525	THAP9	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-207.10	crovir-transcript-7506	ZNF408	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-209.1	crovir-transcript-7444	CREB3L1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-21.19	crovir-transcript-6876	HMG20B	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-217.4	crovir-transcript-7532	ALX4	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-234.6	crovir-transcript-7549	EHF	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-235.5	crovir-transcript-7566	ELF5	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-236.6	crovir-transcript-7572	LMO2	TRUE	TRUE	FALSE
maker-scaffold-ma1-augustus-gene-242.9	crovir-transcript-7599	E2F8	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-245.6	crovir-transcript-7607	DBX1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-262.7	crovir-transcript-7646	PAX6	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-264.10	crovir-transcript-7642	WT1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-270.6	crovir-transcript-7669	PTH	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-271.4	crovir-transcript-7623	ARNTL	TRUE	TRUE	FALSE
maker-scaffold-ma1-augustus-gene-272.2	crovir-transcript-7628	TEAD1	TRUE	TRUE	FALSE
maker-scaffold-ma1-augustus-gene-296.4	crovir-transcript-7722	MYOD1	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-300.2	crovir-transcript-7715	SOX6	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-309.7	crovir-transcript-7794	ZNF143	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-31.23	crovir-transcript-6901	KLF2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-316.5	crovir-transcript-7787	DEAF1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-317.7	crovir-transcript-7835	IRF7	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-318.18	crovir-transcript-7826	HINFP	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-32.16	crovir-transcript-6877	ZNF511	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-326.5	crovir-transcript-7850	MYRF	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-333.14	crovir-transcript-7872	ZFP91	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-336.7	crovir-transcript-7902	SSRP1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-338.6	crovir-transcript-7930	KDM2A	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-340.11	crovir-transcript-7942	TBX10	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-341.10	crovir-transcript-8014	MAX	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-344.20	crovir-transcript-8000	ZNF142	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-345.11	crovir-transcript-7975	FEV	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-351.12	crovir-transcript-8074	ZFAT	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-369.2	crovir-transcript-8077	GLI2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-370.5	crovir-transcript-8096	TFCP2L1	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-411.5	crovir-transcript-8160	ZEB2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-428.4	crovir-transcript-8197	NR4A2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-445.8	crovir-transcript-8239	CSRNP3	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-450.5	crovir-transcript-8260	CERS6	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-456.7	crovir-transcript-8256	DLX1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-456.8	crovir-transcript-8259	DLX2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-459.1	crovir-transcript-8272	SP3	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-460.5	crovir-transcript-8321	SP9	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-460.8	crovir-transcript-8326	CIR1	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-461.5	crovir-transcript-8315	ATF2	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-463.11	crovir-transcript-8310	EVX2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-463.8	crovir-transcript-8312	HOXD8	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-463.9	crovir-transcript-8305	HOXD4	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-464.3	crovir-transcript-8297	HOXD3	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-465.4	crovir-transcript-8294	NFE2L2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-489.5	crovir-transcript-8390	STAT1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-489.7	crovir-transcript-8391	STAT4	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-504.6	crovir-transcript-8413	SATB2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-517.6	crovir-transcript-8487	CREB1	TRUE	TRUE	TRUE
maker-scaffold-ma1-augustus-gene-527.4	crovir-transcript-8481	IKZF2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-53.12	crovir-transcript-6958	WDHD1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-532.10	crovir-transcript-8528	LRRFIP1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-549.10	crovir-transcript-8557	RB1	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-557.3	crovir-transcript-8562	CDC5L	TRUE	TRUE	FALSE
maker-scaffold-ma1-augustus-gene-56.3	crovir-transcript-6961	OTX2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-563.5	crovir-transcript-8576	TFAP2B	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-563.6	crovir-transcript-8575	TFAP2D	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-575.4	crovir-transcript-8651	PLEK	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-58.5	crovir-transcript-6996	ARID4A	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-584.8	crovir-transcript-8647	THAP5	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-593.12	crovir-transcript-8740	GZF1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-599.16	crovir-transcript-8733	DRGX	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-601.8	crovir-transcript-8758	GRHL1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-61.17	crovir-transcript-7012	SIX1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-62.6	crovir-transcript-6992	SIX4	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-620.1	crovir-transcript-8770	OSR1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-63.7	crovir-transcript-7004	HIF1A	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-634.4	crovir-transcript-8800	ID2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-645.5	crovir-transcript-8824	MYT1L	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-661.12	crovir-transcript-8873	GCM1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-665.4	crovir-transcript-8917	ZNF451	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-67.6	crovir-transcript-7074	ESR2	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-68.11	crovir-transcript-7035	ZBTB25	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-699.7	crovir-transcript-8938	TBX18	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-701.6	crovir-transcript-8971	ZNF292	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-705.8	crovir-transcript-9006	BACH2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-720.6	crovir-transcript-9011	PRDM13	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-721.2	crovir-transcript-8967	SIM1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-732.3	crovir-transcript-9008	PRDM1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-735.5	crovir-transcript-9024	NR2E1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-737.10	crovir-transcript-9062	ZBTB24	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-751.3	crovir-transcript-9069	RFX6	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-758.5	crovir-transcript-9077	HSF2	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-762.10	crovir-transcript-9128	HEY2	TRUE	TRUE	FALSE
maker-scaffold-ma1-augustus-gene-769.4	crovir-transcript-9137	L3MBTL3	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-769.6	crovir-transcript-9140	ZNF687	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-776.3	crovir-transcript-9165	TBPL1	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-779.4	crovir-transcript-9191	MYB	TRUE	TRUE	FALSE
maker-scaffold-ma1-augustus-gene-789.8	crovir-transcript-9247	HIVEP2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-802.3	crovir-transcript-9239	ESR1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-810.4	crovir-transcript-9299	ARID1B	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-816.5	crovir-transcript-9308	USF2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-818.3	crovir-transcript-9286	PRKN	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-82.2	crovir-transcript-7042	RCOR1	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-824.3	crovir-transcript-9320	T	TRUE	TRUE	FALSE
maker-scaffold-ma1-augustus-gene-831.7	crovir-transcript-9361	TBP	TRUE	TRUE	FALSE
maker-scaffold-ma1-augustus-gene-834.5	crovir-transcript-9383	TAF5L	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-840.8	crovir-transcript-9409	ARID4B	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-850.3	crovir-transcript-9425	ZBTB18	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-854.11	crovir-transcript-9466	AHCTF1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-855.9	crovir-transcript-9446	CEBPZ	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-87.7	crovir-transcript-7062	YY1	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-90.4	crovir-transcript-7056	BCL11B	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-901.6	crovir-transcript-9597	HLX	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-908.2	crovir-transcript-9619	ESRRG	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-914.14	crovir-transcript-9649	ATF3	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-914.9	crovir-transcript-9645	BATF3	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-916.11	crovir-transcript-9636	RCOR3	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-918.11	crovir-transcript-9642	TRERF1	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-923.3	crovir-transcript-9689	MTA3	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-926.3	crovir-transcript-9686	ZFP36L2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-930.2	crovir-transcript-9661	SIX2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-932.8	crovir-transcript-9667	EPAS1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-935.8	crovir-transcript-9722	SRF	TRUE	TRUE	FALSE
maker-scaffold-ma1-augustus-gene-945.5	crovir-transcript-9754	VSX1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-947.5	crovir-transcript-9718	FOXN2	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-971.4	crovir-transcript-9788	REL	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-974.12	crovir-transcript-9835	GATA4	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-978.3	crovir-transcript-9831	HMBOX1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-980.7	crovir-transcript-9840	NCOA1	TRUE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-989.7	crovir-transcript-9872	DNMT3A	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-991.26	crovir-transcript-9923	ZNF512	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-997.10	crovir-transcript-9971	SUPT4H1	TRUE	FALSE	FALSE
maker-scaffold-ma1-augustus-gene-997.8	crovir-transcript-9966	HSF5	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-10.10	crovir-transcript-13172	TCF19	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-10.8	crovir-transcript-13169	POU3F2	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-10.8	crovir-transcript-13169	POU5F1	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-10.8	crovir-transcript-13169	POU3F4	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-12.14	crovir-transcript-13199	GTF2H4	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-125.9	crovir-transcript-13518	HESX1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-126.8	crovir-transcript-13528	WNT5A	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-139.13	crovir-transcript-13572	CNBP	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-140.8	crovir-transcript-13575	PPARG	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-175.8	crovir-transcript-13738	MXD3	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-184.8	crovir-transcript-13775	SOX30	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-188.7	crovir-transcript-13794	CNOT8	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-199.10	crovir-transcript-13833	CDX1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-200.7	crovir-transcript-13829	HMGXB3	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-209.11	crovir-transcript-13876	NOTCH1	TRUE	TRUE	FALSE
maker-scaffold-ma2-augustus-gene-21.17	crovir-transcript-13275	TADA3	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-213.3	crovir-transcript-13878	SMAD5	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-214.4	crovir-transcript-13882	NEUROG1	TRUE	TRUE	FALSE
maker-scaffold-ma2-augustus-gene-215.2	crovir-transcript-13885	PITX1	TRUE	TRUE	FALSE
maker-scaffold-ma2-augustus-gene-225.9	crovir-transcript-13915	IRF1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-227.13	crovir-transcript-13939	AFF4	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-229.8	crovir-transcript-13943	NR3C1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-234.9	crovir-transcript-13950	POU4F3	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-24.11	crovir-transcript-13285	QRICH1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-242.4	crovir-transcript-13965	NKX2-5	TRUE	TRUE	TRUE
maker-scaffold-ma2-augustus-gene-243.8	crovir-transcript-13972	CREBRF	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-254.4	crovir-transcript-14004	FOXI1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-273.13	crovir-transcript-14040	PTTG1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-283.5	crovir-transcript-14093	FOXK2	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-297.5	crovir-transcript-14133	ZNF750	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-298.7	crovir-transcript-14143	MYOCD	TRUE	TRUE	TRUE
maker-scaffold-ma2-augustus-gene-299.12	crovir-transcript-14160	GAS7	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-309.10	crovir-transcript-14186	FOXJ1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-349.1	crovir-transcript-14372	SOX9	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-362.11	crovir-transcript-14428	IKZF4	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-362.9	crovir-transcript-14427	PA2G4	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-363.16	crovir-transcript-14434	DDN	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-364.11	crovir-transcript-14449	SMARCC2	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-366.12	crovir-transcript-14471	STAT2	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-372.8	crovir-transcript-14479	ATF1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-379.6	crovir-transcript-14475	HLF	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-383.9	crovir-transcript-14502	TRIM25	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-387.13	crovir-transcript-14504	ZNF207	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-393.5	crovir-transcript-14551	PBX4	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-4.16	crovir-transcript-13129	PBX2	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-403.6	crovir-transcript-14591	STAT6	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-408.15	crovir-transcript-14617	DDIT3	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-408.8	crovir-transcript-14613	GLI1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-412.11	crovir-transcript-14639	ZNF740	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-412.6	crovir-transcript-14635	RARG	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-414.3	crovir-transcript-14634	ZNF385A	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-415.6	crovir-transcript-14649	NFE2	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-417.10	crovir-transcript-14657	HOXC12	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-417.11	crovir-transcript-14656	HOXC13	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-417.8	crovir-transcript-14654	HOXC4	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-417.9	crovir-transcript-14658	HOXC9	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-420.4	crovir-transcript-14662	ATF7	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-427.5	crovir-transcript-14715	POU6F1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-427.6	crovir-transcript-14717	TFCP2	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-427.7	crovir-transcript-14714	CSRNP2	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-430.9	crovir-transcript-14722	VDR	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-434.11	crovir-transcript-14740	ELK1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-436.12	crovir-transcript-14773	CXXC1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-438.12	crovir-transcript-14817	TFE3	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-439.12	crovir-transcript-14789	GATA1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-446.22	crovir-transcript-14873	HCFC1	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-446.24	crovir-transcript-14871	MECP2	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-448.16	crovir-transcript-14882	FOXP3	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-450.8	crovir-transcript-14888	DNMT1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-451.11	crovir-transcript-14910	ZGLP1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-456.12	crovir-transcript-14957	RFX1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-456.6	crovir-transcript-14953	CC2D1A	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-460.18	crovir-transcript-14993	KLF1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-460.9	crovir-transcript-14988	VAV1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-473.4	crovir-transcript-15019	NFIX	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-474.12	crovir-transcript-15027	ZNF653	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-474.13	crovir-transcript-15034	TAL1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-474.13	crovir-transcript-15034	LYL1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-480.8	crovir-transcript-15069	USF3	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-481.8	crovir-transcript-15064	SP1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-487.3	crovir-transcript-15084	TBX15	TRUE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-491.10	crovir-transcript-15108	ZNF384	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-497.23	crovir-transcript-15152	REST	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-497.25	crovir-transcript-15154	HOPX	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-502.12	crovir-transcript-15186	FOXE1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-506.20	crovir-transcript-15210	ZBTB5	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-507.5	crovir-transcript-15198	PAX5	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-518.11	crovir-transcript-15242	THAP1	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-526.7	crovir-transcript-15275	TAL2	TRUE	FALSE	FALSE
maker-scaffold-ma2-augustus-gene-529.4	crovir-transcript-15288	ZNF462	TRUE	FALSE	FALSE
