"","Lvr_11","Lvr_4","ODPE_1","Panc_1","Pnc_11","Pnc_4","RVG_11","RVG_4","Stom_1"
"GPR137_crovir-transcript-12459",8.83912428262446,8.16657716645669,7.95804639066725,7.70576777130112,8.65710534785531,8.42853137381637,8.00576729368389,7.60637525369979,7.07491465720964
"KLC3_crovir-transcript-1246",3.78850161301803,3.58258617158208,6.29683654582989,4.65539979345766,5.03185026401192,3.98331321376089,5.51190737080243,5.98550695379291,4.13285093466083
"NXF1_crovir-transcript-12460",6.59719357425125,7.25246713265995,6.83196116791854,8.2299108431819,6.65509846756813,6.71836424877663,5.9910656954672,6.85679651487875,7.8352080512718
"NXF1_crovir-transcript-12461",5.54196152256803,5.5371949563594,5.53373911505256,6.34028012877835,6.11000908699143,5.35459857464792,5.14665956732364,5.18871373412954,5.46360550296803
"LOC103068200_crovir-transcript-12463",6.46527577261188,7.28528097300685,7.93823239573466,8.92126768317807,8.87715099796437,9.53122269052937,7.4847167154066,9.28161181564948,8.07360222973197
"ZBTB3_crovir-transcript-12464",5.90688557194222,6.21238615109396,4.94558805823716,6.27421954833013,7.24046741037782,6.71836424877663,4.75322995772185,5.47841038294199,6.35980119398935
"SLC25A42_crovir-transcript-12465",5.03835961310694,5.72117822987497,6.06959369508241,4.65539979345766,4.97079703398051,3.73724641090161,6.31108299677614,6.58637584500229,5.85242474081839
"SLC3A2_crovir-transcript-12466",11.1070960911133,11.5359774055317,11.0989424144676,10.9385376097114,10.4210731245901,10.8093907892422,10.6598631177502,9.6779650268233,10.4777004139558
"SLC3A2_crovir-transcript-12467",9.65214068144588,9.76870176554008,8.08359604218431,9.10146465486858,9.34629724669725,9.14055216498314,8.44769724025632,7.81015194326454,8.23641808606109
"CUNH11orf98_crovir-transcript-12468",6.79300869040755,8.08524642302694,9.52044888130285,7.09733172248808,7.39944501260611,7.03053532484765,8.97022819194136,8.48974750770127,6.71463661009539
"PRDX5_crovir-transcript-12469",10.5690958954944,10.5624550269479,10.0385686877496,10.8206135593322,10.3631609152083,10.7602623008435,9.87321832131819,9.72064685886999,10.0294378019313
"SLC3A2_crovir-transcript-1247",6.82913512586533,5.38843722713681,3.12831535210855,3.12831535210855,4.42297115126144,3.12831535210855,3.12831535210855,3.12831535210855,3.12831535210855
"LOC103067963_crovir-transcript-12470",3.59715550425754,3.12831535210855,4.61673762353856,4.53228281855095,3.12831535210855,5.29484467027701,4.07348054843713,4.68723756578265,4.37409310725722
"STX5_crovir-transcript-12471",8.97624615607503,9.01986660777865,9.36605093354827,9.83156475192673,9.71701772910311,9.67768504931309,9.33567086365681,9.84491138760515,9.08694398645781
"GANAB_crovir-transcript-12472",8.4467679409201,8.18837701772547,10.1758800281811,8.29722623870923,7.34466818663922,8.05214911017789,10.140940338271,9.28973475708746,8.25441681799644
"EML3_crovir-transcript-12473",7.87750387735256,7.67987564991085,8.41027770045776,8.10396219142007,6.85718076070359,7.28660164976789,8.22809345653258,8.36914813136421,7.58296547840258
"TUT1_crovir-transcript-12474",8.99744516515734,8.95525694664659,7.72345942673206,8.29722623870923,9.02000244219429,9.04011638856039,7.4847167154066,7.82813390205625,8.20899109019926
"LOC103059131_crovir-transcript-12475",4.15921980488054,4.21945648812805,6.04469913519779,6.49304623206811,6.26131197118441,5.23222538821936,6.00597129213883,5.50185171706036,4.61168589064662
"RPS6KA4_crovir-transcript-12476",5.03835961310694,5.38843722713681,6.16495695638278,6.57736763835033,5.39277221624566,4.86240798137052,6.27485392903601,6.00172213535009,7.69715479091904
"WDR74_crovir-transcript-12477",6.41842259361635,6.614760221887,7.34591536574785,6.80390101496543,6.2850160498841,5.83945324628103,6.99697809015349,6.83909442002897,5.78641736612487
"CCDC88A_crovir-transcript-12478",4.62245744450116,5.83888019661031,4.82479482681804,4.76641774604019,4.05860235942908,5.87964758595897,3.9045190549587,4.59460978312036,5.39762988397906
"LOC103067734_crovir-transcript-12479",3.12831535210855,4.21945648812805,6.72753915959431,5.47329128815131,5.29948809088695,3.98331321376089,6.8661155032106,6.93384549189819,4.91063168627973
"FOSB_crovir-transcript-1248",7.93912173812056,7.26896794563155,8.34660044339557,3.12831535210855,5.19902840418558,6.34644485132583,9.67924917901157,8.20350863093015,3.67293531228728
"CCDC88A_crovir-transcript-12480",3.12831535210855,4.21945648812805,3.64400471121938,4.39329059483255,3.12831535210855,3.73724641090161,3.12831535210855,3.12831535210855,4.06091330682609
"uknown_crovir-transcript-12481",4.41696930720056,4.89633613812927,5.76757170852921,5.41136352177607,5.09005985953119,4.77293706837412,4.71382140225746,4.73087038008897,4.06091330682609
"PPOX_crovir-transcript-12482",7.66179153777719,7.03803273495066,7.28435628313633,7.44846497827017,7.8481501928306,8.02610596467355,6.8900978167672,7.25363179729446,7.30591735414541
"USP21_crovir-transcript-12483",7.78288653780037,7.43164722382304,6.5636675745612,7.976240863447,7.74207651544241,7.95426198099001,6.76593717126047,7.11371919828992,7.040631251887
"YIF1A_crovir-transcript-12484",8.76996819175691,9.68230481437665,9.7999096215761,8.98386920660507,10.1880461408804,10.1667202290715,9.5454686188471,9.9835507012196,8.19663162132933
"LRRN4_crovir-transcript-12485",3.12831535210855,4.37897134865353,4.25846164674008,3.77581124617969,3.12831535210855,3.12831535210855,4.21355269276106,3.7028813742992,3.51455605191961
"BSCL2_crovir-transcript-12486",7.17582984202594,7.37182897475332,6.92925433894021,7.1347343011803,6.88824104970571,7.92636811987655,6.47945653723474,6.9829944439642,6.73197250702665
"NR1I3_crovir-transcript-12487",13.659850514693,12.6231237920073,3.64400471121938,10.7367820610164,10.9950520692275,9.75628171463586,3.12831535210855,3.12831535210855,7.64802542685617
"MPZ_crovir-transcript-12488",4.62245744450116,5.35657652409402,5.67223991092763,5.34640036387297,4.3163707904675,4.77293706837412,4.96561367086628,5.6962637031917,4.73293408311148
"HNRNPUL2_crovir-transcript-12489",10.274695623755,9.95812298017837,9.27430316405554,9.41714609009404,9.43003222258896,9.5250431928798,8.82514788106632,9.13602439328475,9.37284705774475
"uknown_crovir-transcript-1249",7.52954747409934,7.16698650607821,8.36649489682142,7.56246573956117,7.60909139312404,7.49113177812853,7.43140341169012,8.36299890399675,8.01496466365708
"LOC103049689_crovir-transcript-12490",5.62880682002124,6.420430522742,7.79867044724656,8.78140496227788,7.0202114971253,7.50378419263655,7.87626295977822,6.92548701995976,7.38990060941483
"HNRNPUL2_crovir-transcript-12491",8.40373361113489,8.35953219046926,8.38123749719364,8.37717444339469,7.87927467439216,7.7571928840727,8.24361656779015,8.41147315009431,8.49037017498171
"TMEM151A_crovir-transcript-12492",3.12831535210855,3.12831535210855,4.14408243369286,3.12831535210855,3.12831535210855,3.12831535210855,3.9045190549587,3.7028813742992,3.12831535210855
"SDHC_crovir-transcript-12493",10.2462054199656,9.71118109659311,9.01245091429454,8.98386920660507,8.91139522741543,9.35082385104325,8.78965045751771,8.6523445079587,9.53736599688503
"FEM1C_crovir-transcript-12494",7.05925486460592,6.65315088746699,7.82768702933792,5.64355687123351,5.14570648205947,5.99366104950375,8.26811072096983,7.98059310744718,5.78641736612487
"ADAMTS4_crovir-transcript-12495",3.12831535210855,4.02606034570417,4.14408243369286,4.03664056949698,4.05860235942908,3.12831535210855,4.79135218635824,4.11097683329863,3.89408462985608
"SLC30A1_crovir-transcript-12496",3.12831535210855,3.58258617158208,3.12831535210855,3.12831535210855,3.12831535210855,3.12831535210855,3.12831535210855,3.7028813742992,3.51455605191961
"B4GALT3_crovir-transcript-12497",5.51172255683517,5.96800754347028,6.43653961199417,6.13198007422487,5.43705360263037,5.99366104950375,5.42397398822161,6.18287636227043,6.25518989753761
"CSKMT_crovir-transcript-12498",9.78605903628971,9.07236221690881,8.89070550800179,9.57117189865964,9.61683518108029,9.40230318447819,8.53857306795479,8.50657911574034,9.47225611353486
"PCP4L1_crovir-transcript-12499",7.18512915989861,7.02836125290731,3.12831535210855,3.12831535210855,3.12831535210855,4.16820341740058,3.12831535210855,3.12831535210855,3.12831535210855
"LOC103060646_crovir-transcript-125",4.62245744450116,4.51659997244717,3.8538298016991,3.12831535210855,3.12831535210855,4.67608013262811,4.58672611979261,4.7729215473099,3.98204608287748
"LOC103048035_crovir-transcript-1250",9.08421770236421,8.57338657429088,5.76757170852921,8.42309691262053,9.30682684872007,8.64352390582054,5.9607658091478,6.23839853204776,7.15399103134118
"TOMM40L_crovir-transcript-12500",7.69466058170824,7.01862390533181,7.64409577370885,7.47782483220679,7.32215804824723,7.65886256159798,7.7857933360336,7.53148043465095,8.01143986616165
"TTC9C_crovir-transcript-12501",10.4955916617647,9.73801440460685,5.76757170852921,8.20383372104746,8.59289985624029,8.60301495249877,6.06404627953108,6.25194260357326,7.76574580458537
"GNG3_crovir-transcript-12502",4.94705951914719,4.51659997244717,5.29473783415675,4.76641774604019,4.51956200617705,4.32098396834844,5.37772615366233,4.96342381702019,4.77066888756504
"ASH1L_crovir-transcript-12503",7.24858709387508,7.40204976840738,8.21561908308835,8.09452985945317,7.34466818663922,7.25698722983156,8.45571511598757,8.25755306651167,9.08526992108691
"CPLX3_crovir-transcript-12504",7.26621348900681,6.73889178791375,5.94041130449149,6.37218408771801,6.75972146224777,6.22817790036239,6.38086018033137,5.77447575317702,6.30264587974126
"GON4L_crovir-transcript-12505",9.41281731976797,9.60180873122736,8.40547813329721,8.78140496227788,8.7228641225328,9.0573490461899,7.52089207287313,8.29032920177237,8.17789122895038
"KHDC4_crovir-transcript-12506",9.68353825722236,9.58055086716435,8.7912169386849,8.78726790774198,8.84601345199517,9.35779486246586,8.68670210032832,8.92275600709318,8.49289871818453
"PKLR_crovir-transcript-12507",10.6862960630179,9.0886723741964,7.39527037657308,8.42309691262053,8.95217396674339,9.80809413835766,7.34175545265565,6.86556584904574,9.00076448198156
"CLK2_crovir-transcript-12508",5.81216077771378,6.00850680322713,5.3376935295051,6.60439620334006,6.23720130111403,5.71129510649823,5.28005585533678,5.03201430826801,6.30264587974126
"SCAMP3_crovir-transcript-12509",6.30264438106155,6.37507383737214,7.00767687312124,6.63091974701697,5.9098859660848,6.69638347901851,7.06169241332165,7.00694913037533,6.62463809930105
"LOC103048269_crovir-transcript-1251",12.2328470539523,11.4502374459004,3.12831535210855,9.26162384006399,8.53060541949777,8.33266822749193,3.12831535210855,3.12831535210855,9.94428504611436
"SCAMP3_crovir-transcript-12510",5.27829818203567,5.44994648124562,6.47404154649692,6.27421954833013,4.51956200617705,5.51918771257114,6.06404627953108,6.25194260357326,6.25518989753761
"RIT1_crovir-transcript-12511",6.30264438106155,6.72695496006746,8.78384082484211,6.27421954833013,6.72569482961365,6.74001062884392,8.01303412065708,8.81430051046488,7.50481438279998
"GON4L_crovir-transcript-12512",5.12344856376886,6.21238615109396,5.99353354036211,6.13198007422487,4.90656567911776,5.29484467027701,5.51190737080243,5.75533804307286,5.96084223779634
"GON4L_crovir-transcript-12513",4.79588983643741,6.00850680322713,5.70476266684947,6.46378544915369,6.2850160498841,5.51918771257114,5.51190737080243,5.98550695379291,6.1935232145459
"SYT11_crovir-transcript-12514",4.05415792232411,4.45005254428483,5.76757170852921,5.12953730782434,4.90656567911776,5.46655386725401,4.49311157643331,4.89078863211032,5.17716377345534
"HCN3_crovir-transcript-12515",3.59715550425754,4.12816687305376,4.14408243369286,3.12831535210855,3.67155555030768,4.16820341740058,3.9045190549587,3.12831535210855,4.61168589064662
"LOC103065553_crovir-transcript-12516",7.26621348900681,8.04279067778908,9.17913302824766,8.20383372104746,7.10187447492287,7.71431855125724,8.7445584142523,8.34751001466316,7.96481423309706
"CLK2_crovir-transcript-12517",6.40245321519288,5.61912163864746,4.45295373177185,5.58915686029713,5.34695698880603,6.13244547568503,5.02891160602556,5.06494508896039,5.37488774845054
"MSTO1_crovir-transcript-12518",8.42345414823245,8.72420681476015,7.85612983097415,7.60298649622114,7.67268480622039,8.07772946977541,7.90389520344137,7.59065178546052,6.92504910936649
"PACS1_crovir-transcript-12519",4.99354942486429,5.50873932536787,7.23095756035976,7.24141472586722,6.3312589698593,6.78234036719359,7.66637162623684,7.75950993631259,7.66608553658913
"LOC103049692_crovir-transcript-1252",12.1087049489031,10.2508887347205,3.12831535210855,11.1143429615148,9.50419445226794,10.2737799925818,3.12831535210855,3.53592809845547,10.7250656795276
"RUSC1_crovir-transcript-12520",4.25309102927022,3.58258617158208,3.64400471121938,4.39329059483255,5.67578896871047,4.32098396834844,4.21355269276106,3.82974291659607,5.83621744479377
"DAP3_crovir-transcript-12521",8.79742570916555,9.01499813189086,8.50305708752814,8.40795147708415,8.33697138972346,8.57336664010526,8.08719971438754,8.31283667110768,7.76155340295835
"LOC103065796_crovir-transcript-12522",3.12831535210855,3.12831535210855,4.01238094770446,4.03664056949698,4.83875209856851,3.12831535210855,4.07348054843713,3.93567846558262,4.52288302574208
"FDPS_crovir-transcript-12523",6.54007363167056,6.02832234159949,9.81083454377329,5.27806052858502,4.97079703398051,5.29484467027701,8.96462191781465,6.6589513106829,6.20607522729208
"KLC2_crovir-transcript-12524",4.62245744450116,6.00850680322713,7.11779075123539,5.20593690416076,4.76686024192147,4.86240798137052,7.64780451388433,7.95627877396784,5.00593221578014
"uknown_crovir-transcript-12525",4.89873990847672,4.63855678798486,5.53373911505256,4.53228281855095,5.39277221624566,4.16820341740058,6.58150962159974,6.58637584500229,4.5681825950668
"DPM3_crovir-transcript-12526",7.73945013402446,7.1313127412788,7.70793334964987,7.15307537979273,6.67307884598016,6.37452243102053,7.29473906394348,6.78462984271543,6.56776841950931
"THBS3_crovir-transcript-12527",3.12831535210855,3.90883605843125,5.63892046232302,5.27806052858502,5.47990770171553,6.06477945842272,5.59442471114855,5.40550747726215,6.62463809930105
"FAM189B_crovir-transcript-12528",3.12831535210855,3.76815187112384,3.12831535210855,3.77581124617969,3.12831535210855,3.12831535210855,3.68044254518653,3.12831535210855,3.51455605191961
"MUC1_crovir-transcript-12529",5.12344856376886,4.02606034570417,4.61673762353856,11.3213799308918,11.3396993930302,11.3253555783233,4.54092766714308,4.02814327979528,10.8642975578915
"RTN2_crovir-transcript-1253",5.71041988439701,5.22077575540598,5.96722665801469,3.77581124617969,4.90656567911776,5.16642184607714,5.51190737080243,4.99819263253001,5.69917283154965
"LOC103048710_crovir-transcript-12531",5.03835961310694,5.7694781408561,4.25846164674008,7.09733172248808,5.67578896871047,6.532190448378,4.99766599209361,5.12833337319798,6.92504910936649
"LOC103048175_crovir-transcript-12533",5.31428243027781,4.69488090818612,4.25846164674008,5.93103416962432,5.34695698880603,4.45302589374117,4.14631467276123,3.7028813742992,6.33721648640086
"KRTCAP2_crovir-transcript-12534",8.90511423158562,8.71822785904035,9.46389192976824,9.74084850587029,10.2797158625587,10.3820125533431,9.06758321370808,9.14679748368423,8.07360222973197
"LOC103066656_crovir-transcript-12535",7.93362788313518,7.90207979126212,8.39583076542625,8.53188101437313,8.37019330399206,8.83557365850683,7.87227181484196,8.88892979511556,8.99185631981806
"MTX1_crovir-transcript-12536",9.07925545574681,8.89823078090131,7.02033886265987,8.34572555498931,8.26813677990098,8.36071471710884,6.60106752198305,7.01484563378786,7.54442137633343
"EFNA3_crovir-transcript-12537",4.05415792232411,7.67987564991085,5.10709815033543,6.49304623206811,6.72569482961365,7.76771465611876,5.30516408010029,5.21787122470266,7.51979529731912
"TRIM46_crovir-transcript-12538",3.78850161301803,4.21945648812805,3.64400471121938,3.77581124617969,3.67155555030768,4.77293706837412,3.51991189964798,3.93567846558262,4.31926184786296
"MEST_crovir-transcript-12539",6.36996218030681,5.72117822987497,6.11808851757903,7.20672992080078,6.61844041136128,6.78234036719359,6.53140154732391,6.91707932989923,6.87138377413098
"LOC103049655_crovir-transcript-1254",6.63857367301593,6.24646399112462,8.41506133234611,6.97887212233415,6.96305751273708,6.9769687106243,7.13700723034281,7.98460585799421,6.67034945426122
"LOC103048175_crovir-transcript-12540",5.44911539404892,5.69637253633204,3.64400471121938,4.2321267594898,4.51956200617705,4.16820341740058,4.14631467276123,3.82974291659607,6.1935232145459
"PYGO2_crovir-transcript-12541",7.24858709387508,7.66127177649695,7.29480140884245,7.8360712225141,7.48295850258208,8.02610596467355,6.81690621792142,6.9829944439642,7.36244891522251
"KCNN2_crovir-transcript-12542",3.59715550425754,3.58258617158208,3.12831535210855,4.03664056949698,4.3163707904675,5.09705383292134,3.80251297833904,3.93567846558262,5.76940771034459
"SHE_crovir-transcript-12543",4.48993120330163,4.5792652090294,4.88669754284887,4.65539979345766,6.13638863255731,5.75535976867757,4.14631467276123,4.43915633312759,4.65355566218785
"DCST2_crovir-transcript-12544",3.12831535210855,3.12831535210855,3.64400471121938,3.12831535210855,3.12831535210855,3.12831535210855,3.51991189964798,3.12831535210855,3.98204608287748
"ADAR_crovir-transcript-12545",8.69083334937434,9.31941135195566,8.98054728058849,8.41554409547393,8.43964910728658,9.14458891878428,9.2659766193427,9.23525793457056,9.84491310655749
"SHC1_crovir-transcript-12546",7.30935397266607,8.45971027502937,6.18781562494532,6.37218408771801,6.69083465581637,6.62832574708211,5.81555382292613,6.57569828005324,7.07491465720964
"CHRNB2_crovir-transcript-12547",3.12831535210855,3.12831535210855,3.12831535210855,4.53228281855095,4.3163707904675,4.32098396834844,3.12831535210855,3.12831535210855,4.73293408311148
"ZBTB7B_crovir-transcript-12548",3.12831535210855,3.90883605843125,5.29473783415675,5.41136352177607,4.05860235942908,6.25868993757038,5.88198412345825,5.59172542914396,7.52475440832717
"FLAD1_crovir-transcript-12549",8.61054463024696,7.34095786926142,6.64796451883113,6.05504527714344,6.2850160498841,6.40205217289992,6.32295507763831,6.33057694233473,5.7347413279338
"CKM_crovir-transcript-1255",3.12831535210855,3.12831535210855,3.12831535210855,4.03664056949698,3.89216636070402,3.12831535210855,11.2129032821376,6.15426834209545,3.89408462985608
"ADAM15_crovir-transcript-12550",7.66179153777719,7.81503006075048,6.86044275767757,8.32167999314803,7.78380500099972,8.48057630533897,6.47945653723474,7.29307343440931,8.37173313740596
"LOC103061380_crovir-transcript-12551",5.44911539404892,7.32526953250418,3.12831535210855,6.49304623206811,4.97079703398051,5.16642184607714,4.14631467276123,4.32097218294801,5.56680077388641
"DCST1_crovir-transcript-12552",3.12831535210855,3.12831535210855,4.01238094770446,4.65539979345766,4.19664840275317,3.73724641090161,3.68044254518653,3.12831535210855,5.48489036686452
"TDRD10_crovir-transcript-12553",3.12831535210855,3.58258617158208,3.12831535210855,4.03664056949698,5.67578896871047,3.73724641090161,3.99361402152016,3.12831535210855,3.12831535210855
"ATP8B2_crovir-transcript-12554",11.5370294088842,10.8352002306411,7.29480140884245,8.30542370168845,8.51088325402005,8.63780615432606,7.5003321617019,7.17133447987198,7.97932212338437
"IL6R_crovir-transcript-12555",8.92461297013485,9.85294514316803,4.45295373177185,7.17118448822425,7.07516815587037,7.25698722983156,3.51991189964798,3.53592809845547,4.31926184786296
"S100A16_crovir-transcript-12556",10.5359838159679,9.76725517258038,7.82768702933792,7.11615518541976,8.02553438130168,7.61290379688932,8.27114340842238,7.42906573782116,8.32140072851167
"LOC103053919_crovir-transcript-12557",6.30264438106155,5.14713840589498,5.91306663688806,3.12831535210855,4.90656567911776,4.57021546471768,6.59132226325408,5.56981325196094,4.80722849603487
"GATAD2B_crovir-transcript-12558",4.74091953858639,5.38843722713681,6.51057519008867,4.86781871415872,4.76686024192147,4.94568183283563,6.62990824028489,6.85679651487875,5.8684436398499
"ILF2_crovir-transcript-12559",9.21212386083097,9.61795035883944,10.0385686877496,7.65529569238482,8.33697138972346,8.38822561121617,9.59347389098012,9.25530659969812,6.98400846502243
"ERCC2_crovir-transcript-1256",9.13531559091333,8.61581669479386,9.80356046399252,8.82195349452006,8.46549600054973,8.33973120547323,9.19912193662617,10.835671204076,8.34678673694543
"NPR1_crovir-transcript-12560",10.7870995398285,11.6296985416492,5.88517045547471,6.43390662365116,7.53279045560448,7.80904842879433,5.14665956732364,5.59172542914396,6.1935232145459
"UBAP2L_crovir-transcript-12561",7.92811297327564,8.34795882387874,7.5072261277606,8.18618290168358,8.22640975297713,8.19922812742399,7.04756243399535,7.52597836506676,7.27089679125958
"DENND4B_crovir-transcript-12562",7.78288653780037,8.01865163689847,6.01935154887815,8.06585632083471,7.99033922708583,7.93572627866423,5.53301611904874,6.23839853204776,7.77825017157356
"LOC103054655_crovir-transcript-12563",3.12831535210855,3.12831535210855,3.12831535210855,3.77581124617969,3.12831535210855,3.98331321376089,3.68044254518653,3.93567846558262,7.21055793756095
"S100A5_crovir-transcript-12564",10.0623281990687,9.95304230249128,11.0250365948332,9.68856703238194,10.4652731068956,10.9451588392538,10.0869310609635,10.7166192083799,13.9984709478698
"LOC103057661_crovir-transcript-12565",8.87679332263553,9.32138431564574,8.30596784681207,8.2470369227747,8.60224905022738,8.95072132758714,7.82762249766984,8.21721105110031,8.36346557476434
"LOC103054420_crovir-transcript-12566",3.12831535210855,4.02606034570417,5.94041130449149,3.12831535210855,3.12831535210855,3.73724641090161,5.74574951801917,5.43025516274287,6.6153166329686
"LOC103057061_crovir-transcript-12567",4.79588983643741,5.32392586864902,6.16495695638278,6.05504527714344,5.09005985953119,5.29484467027701,5.51190737080243,5.98550695379291,6.1808578153988
"LOC103049761_crovir-transcript-12568",6.40245321519288,5.98840477652305,6.14171898354388,6.23998838752928,5.84696915829467,5.41175767055243,5.97599842746147,6.12506344894335,6.23084730238951
"LOC103049761_crovir-transcript-12569",5.76223482838451,5.44994648124562,5.63892046232302,5.74622926078455,5.78104052700033,5.51918771257114,5.28005585533678,5.43025516274287,5.44197542050881
"GPR4_crovir-transcript-1257",4.55820239349117,4.02606034570417,8.93466191512189,4.53228281855095,4.19664840275317,4.86240798137052,6.23766682256784,8.38743988586632,4.31926184786296
"LOC103049761_crovir-transcript-12570",7.22173423374455,6.77411326703898,6.77323183261943,7.07825734604536,6.75972146224777,7.2419473666417,6.40337272669704,6.64880767103782,6.21851592017821
"SLC27A3_crovir-transcript-12571",9.80721801218164,10.9255062546505,8.54293518532896,9.58132813757283,9.59125001064886,9.52813625121163,8.00940529307386,8.75919367124305,8.8511746763143
"UBAP2L_crovir-transcript-12573",9.88319814149441,9.52855765044072,9.89366538861057,10.2131179850593,9.81471694423461,10.0681728124382,8.88771067318958,9.01384585843546,9.86358616028657
"AQP10_crovir-transcript-12574",8.61054463024696,7.26074128390253,3.12831535210855,7.03932821957019,5.14570648205947,8.77435659566409,3.51991189964798,3.7028813742992,4.52288302574208
"uknown_crovir-transcript-12575",8.23095445602264,8.07123316574988,6.9820113426612,7.47782483220679,8.00452072535752,7.85909929630141,6.57162864319743,6.70861145087569,6.43611712879662
"S100A1_crovir-transcript-12576",12.4820052608448,11.5574762902838,9.20697137972025,11.227511616006,12.3129494311728,12.0724080750994,9.51255381300554,8.66239205702403,9.85378837667219
"C2CD4D_crovir-transcript-12577",3.12831535210855,3.12831535210855,6.92925433894021,4.2321267594898,3.12831535210855,3.73724641090161,7.01161431256968,8.15449663770455,4.5681825950668
"TPM3_crovir-transcript-12578",5.73657282308038,5.25607556017481,5.37928902751063,5.69585976574784,6.0277408229617,5.91870457974307,5.30516408010029,5.52488974836533,6.71463661009539
"OPA3_crovir-transcript-1258",8.77611521808957,8.0235119376695,7.94486741913536,6.49304623206811,7.41015383049814,6.82344854390134,7.47421126586108,6.46425094278878,7.14756564597373
"SLC39A1_crovir-transcript-12580",7.53681965681826,6.8309470596091,6.31766180790121,6.70764315305142,5.99920175205506,6.78234036719359,6.40337272669704,6.79385304564302,6.33721648640086
"JTB_crovir-transcript-12581",9.59419085509249,9.25687093636191,9.19311937928335,7.93454758991594,8.4706102047933,9.12837365418295,8.84155484696306,8.45548273987066,9.83399086532013
"THEM4_crovir-transcript-12582",7.39192664911389,7.8094105031606,8.3515998720944,5.97361348634193,5.56170530521437,6.25868993757038,7.81520098152631,7.92738289651769,6.59648807413213
"DCAF12_crovir-transcript-12583",7.75199499314596,7.81503006075048,7.99047529981077,7.60298649622114,6.58081087964492,7.14823380345369,7.66637162623684,8.14377346662176,7.59715701728396
"RAB13_crovir-transcript-12584",9.59592891694205,9.46929135117376,6.92925433894021,9.58469771997322,9.30968226951145,9.9088241032289,6.79164959111862,8.43803987797677,9.50642979499417
"SLC39A1_crovir-transcript-12585",5.08162097592705,5.79300400566128,5.29473783415675,5.84172988135003,4.60818549547854,5.75535976867757,5.14665956732364,5.50185171706036,5.52647022767915
"NUP210L_crovir-transcript-12586",5.08162097592705,4.02606034570417,4.01238094770446,4.03664056949698,4.90656567911776,5.16642184607714,3.80251297833904,3.53592809845547,5.39762988397906
"NUP210L_crovir-transcript-12587",6.6655055380899,5.61912163864746,4.25846164674008,5.64355687123351,7.4727811794796,5.75535976867757,3.9045190549587,4.32097218294801,5.93072307962311
"NUP210L_crovir-transcript-12588",4.41696930720056,4.02606034570417,3.12831535210855,4.65539979345766,3.89216636070402,4.16820341740058,4.14631467276123,3.12831535210855,5.09444361401255
"LOC103053373_crovir-transcript-12589",7.16646974773845,7.34095786926142,6.47404154649692,6.27421954833013,6.05570642035027,6.82344854390134,6.04975299919001,6.68895501041132,5.60595936954132
"EXOC3L2_crovir-transcript-1259",6.63857367301593,5.41954819654739,6.51057519008867,7.75452782871644,7.79200734263207,8.10286323729791,5.65316305841413,5.79334997303113,6.50852292531015
"LOC103059008_crovir-transcript-12590",3.12831535210855,3.76815187112384,4.61673762353856,5.53247309039571,5.78104052700033,4.94568183283563,4.39044902356647,4.11097683329863,6.7910378415636
"RPS27_crovir-transcript-12591",13.1399010616579,13.1186824449224,11.8646051726488,13.8333869153238,13.2338233294416,13.6722826332601,10.7270604133603,10.7534950483091,12.2270270005829
"S100A11_crovir-transcript-12592",5.81216077771378,6.49293293482163,9.68189099460892,8.20383372104746,6.8254290245578,8.26749291103176,9.58131634144963,8.92066496134956,9.93409249199956
"CREB3L4_crovir-transcript-12594",5.08162097592705,4.45005254428483,6.09405164944218,6.54981411627953,6.46153160586772,5.51918771257114,5.51190737080243,4.89078863211032,7.72756675091695
"CRTC2_crovir-transcript-12597",8.70379051723513,9.31545730862523,8.58173943261964,9.61796753316001,8.90385538125858,9.62376650088161,8.13792938460548,8.38743988586632,8.11360098476023
"UBAP2_crovir-transcript-12599",6.7178854005246,6.22952845814153,8.5603106347448,7.92393275563244,6.84139326415507,7.06516295722735,8.00940529307386,8.21721105110031,7.33446164397516
"VAMP7_crovir-transcript-126",7.78898600860341,7.12225365545541,7.76905638313347,7.25844730712895,7.90974005904448,7.28660164976789,7.89211773477791,7.82365944353772,7.7531317527049
"PPP1R13L_crovir-transcript-1260",5.71041988439701,5.81613344736288,10.4634953681728,8.05617014581701,7.67268480622039,7.82927823294115,10.6418316156344,10.5027111410802,7.01965964696774
"LINGO4_crovir-transcript-12603",5.2031983164129,4.02606034570417,4.88669754284887,4.2321267594898,4.05860235942908,3.12831535210855,4.89888884373154,5.81196819312567,3.79339854382345
"LOC103052205_crovir-transcript-12604",3.12831535210855,3.76815187112384,3.8538298016991,3.12831535210855,3.12831535210855,3.12831535210855,4.27619605175038,4.81351930273366,3.98204608287748
"SCNM1_crovir-transcript-12605",8.14802063299492,8.0805904763059,7.08201970243674,7.65529569238482,6.87279542794806,7.13200087879108,5.86567430523929,6.16864538857131,7.17309598410069
"SETDB1_crovir-transcript-12607",10.0059264608843,11.0884314078668,8.00958761855519,8.46027830306453,8.53549407368775,9.03142220681729,7.76441351750776,7.75950993631259,8.00436427010946
"PSMB4_crovir-transcript-12608",9.4324052753253,9.44053559086403,10.2324975325989,8.95811474251656,9.28667901480706,9.20768587604092,9.35007465221839,9.00991730529819,8.6484092133426
