userId	geneSymbol	geneName	entrezgene	gLink
Vstm5	Vstm5	V-set and transmembrane domain containing 5	69137	https://www.ncbi.nlm.nih.gov/gene/?term=69137
Hacd1	Hacd1	3-hydroxyacyl-CoA dehydratase 1	30963	https://www.ncbi.nlm.nih.gov/gene/?term=30963
Angptl8	Angptl8	angiopoietin-like 8	624219	https://www.ncbi.nlm.nih.gov/gene/?term=624219
Sox5	Sox5	SRY (sex determining region Y)-box 5	20678	https://www.ncbi.nlm.nih.gov/gene/?term=20678
Epop	Epop	elongin BC and polycomb repressive complex 2 associated protein	103551	https://www.ncbi.nlm.nih.gov/gene/?term=103551
Cav1	Cav1	caveolin 1, caveolae protein	12389	https://www.ncbi.nlm.nih.gov/gene/?term=12389
Ccdc149	Ccdc149	coiled-coil domain containing 149	100503884	https://www.ncbi.nlm.nih.gov/gene/?term=100503884
Pdgfd	Pdgfd	platelet-derived growth factor, D polypeptide	71785	https://www.ncbi.nlm.nih.gov/gene/?term=71785
Uchl1	Uchl1	ubiquitin carboxy-terminal hydrolase L1	22223	https://www.ncbi.nlm.nih.gov/gene/?term=22223
Afp	Afp	alpha fetoprotein	11576	https://www.ncbi.nlm.nih.gov/gene/?term=11576
Dhrs9	Dhrs9	dehydrogenase/reductase (SDR family) member 9	241452	https://www.ncbi.nlm.nih.gov/gene/?term=241452
Ak4	Ak4	adenylate kinase 4	11639	https://www.ncbi.nlm.nih.gov/gene/?term=11639
Thra	Thra	thyroid hormone receptor alpha	21833	https://www.ncbi.nlm.nih.gov/gene/?term=21833
Hs6st2	Hs6st2	heparan sulfate 6-O-sulfotransferase 2	50786	https://www.ncbi.nlm.nih.gov/gene/?term=50786
Txnrd3	Txnrd3	thioredoxin reductase 3	232223	https://www.ncbi.nlm.nih.gov/gene/?term=232223
Nadk2	Nadk2	NAD kinase 2, mitochondrial	68646	https://www.ncbi.nlm.nih.gov/gene/?term=68646
Corin	Corin	corin	53419	https://www.ncbi.nlm.nih.gov/gene/?term=53419
Irf8	Irf8	interferon regulatory factor 8	15900	https://www.ncbi.nlm.nih.gov/gene/?term=15900
Pdxk	Pdxk	pyridoxal (pyridoxine, vitamin B6) kinase	216134	https://www.ncbi.nlm.nih.gov/gene/?term=216134
Snx10	Snx10	sorting nexin 10	71982	https://www.ncbi.nlm.nih.gov/gene/?term=71982
Tagln	Tagln	transgelin	21345	https://www.ncbi.nlm.nih.gov/gene/?term=21345
Ankrd6	Ankrd6	ankyrin repeat domain 6	140577	https://www.ncbi.nlm.nih.gov/gene/?term=140577
Mbnl3	Mbnl3	muscleblind like splicing factor 3	171170	https://www.ncbi.nlm.nih.gov/gene/?term=171170
Trerf1	Trerf1	transcriptional regulating factor 1	224829	https://www.ncbi.nlm.nih.gov/gene/?term=224829
Fmo2	Fmo2	flavin containing monooxygenase 2	55990	https://www.ncbi.nlm.nih.gov/gene/?term=55990
Slc38a4	Slc38a4	solute carrier family 38, member 4	69354	https://www.ncbi.nlm.nih.gov/gene/?term=69354
Fam111a	Fam111a	family with sequence similarity 111, member A	107373	https://www.ncbi.nlm.nih.gov/gene/?term=107373
Nat14	Nat14	N-acetyltransferase 14	269854	https://www.ncbi.nlm.nih.gov/gene/?term=269854
Pcbp3	Pcbp3	poly(rC) binding protein 3	59093	https://www.ncbi.nlm.nih.gov/gene/?term=59093
Zdhhc15	Zdhhc15	zinc finger, DHHC domain containing 15	108672	https://www.ncbi.nlm.nih.gov/gene/?term=108672
Flnc	Flnc	filamin C, gamma	68794	https://www.ncbi.nlm.nih.gov/gene/?term=68794
Lrfn3	Lrfn3	leucine rich repeat and fibronectin type III domain containing 3	233067	https://www.ncbi.nlm.nih.gov/gene/?term=233067
Snx8	Snx8	sorting nexin 8	231834	https://www.ncbi.nlm.nih.gov/gene/?term=231834
Onecut2	Onecut2	one cut domain, family member 2	225631	https://www.ncbi.nlm.nih.gov/gene/?term=225631
Col4a3	Col4a3	collagen, type IV, alpha 3	12828	https://www.ncbi.nlm.nih.gov/gene/?term=12828
Fhl4	Fhl4	four and a half LIM domains 4	14202	https://www.ncbi.nlm.nih.gov/gene/?term=14202
Prss35	Prss35	protease, serine 35	244954	https://www.ncbi.nlm.nih.gov/gene/?term=244954
Pip4k2a	Pip4k2a	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	18718	https://www.ncbi.nlm.nih.gov/gene/?term=18718
Nudt16	Nudt16	nudix (nucleoside diphosphate linked moiety X)-type motif 16	75686	https://www.ncbi.nlm.nih.gov/gene/?term=75686
Gan	Gan	giant axonal neuropathy	209239	https://www.ncbi.nlm.nih.gov/gene/?term=209239
E230013L22Rik	E230013L22Rik	RIKEN cDNA E230013L22 gene	102132	https://www.ncbi.nlm.nih.gov/gene/?term=102132
Dnah7b	Dnah7b	dynein, axonemal, heavy chain 7B	227058	https://www.ncbi.nlm.nih.gov/gene/?term=227058
Spsb4	Spsb4	splA/ryanodine receptor domain and SOCS box containing 4	211949	https://www.ncbi.nlm.nih.gov/gene/?term=211949
Slpi	Slpi	secretory leukocyte peptidase inhibitor	20568	https://www.ncbi.nlm.nih.gov/gene/?term=20568
Npr2	Npr2	natriuretic peptide receptor 2	230103	https://www.ncbi.nlm.nih.gov/gene/?term=230103
Acyp2	Acyp2	acylphosphatase 2, muscle type	75572	https://www.ncbi.nlm.nih.gov/gene/?term=75572
Man1a	Man1a	mannosidase 1, alpha	17155	https://www.ncbi.nlm.nih.gov/gene/?term=17155
Galns	Galns	galactosamine (N-acetyl)-6-sulfate sulfatase	50917	https://www.ncbi.nlm.nih.gov/gene/?term=50917
Pdgfra	Pdgfra	platelet derived growth factor receptor, alpha polypeptide	18595	https://www.ncbi.nlm.nih.gov/gene/?term=18595
Fzd4	Fzd4	frizzled class receptor 4	14366	https://www.ncbi.nlm.nih.gov/gene/?term=14366
Hsbp1	Hsbp1	heat shock factor binding protein 1	68196	https://www.ncbi.nlm.nih.gov/gene/?term=68196
Cdh17	Cdh17	cadherin 17	12557	https://www.ncbi.nlm.nih.gov/gene/?term=12557
Lbp	Lbp	lipopolysaccharide binding protein	16803	https://www.ncbi.nlm.nih.gov/gene/?term=16803
Rtkn2	Rtkn2	rhotekin 2	170799	https://www.ncbi.nlm.nih.gov/gene/?term=170799
Tmem243	Tmem243	transmembrane protein 243, mitochondrial	652925	https://www.ncbi.nlm.nih.gov/gene/?term=652925
Zfp422	Zfp422	zinc finger protein 422	67255	https://www.ncbi.nlm.nih.gov/gene/?term=67255
Blnk	Blnk	B cell linker	17060	https://www.ncbi.nlm.nih.gov/gene/?term=17060
Cp	Cp	ceruloplasmin	12870	https://www.ncbi.nlm.nih.gov/gene/?term=12870
Klhdc7a	Klhdc7a	kelch domain containing 7A	242721	https://www.ncbi.nlm.nih.gov/gene/?term=242721
Il17rd	Il17rd	interleukin 17 receptor D	171463	https://www.ncbi.nlm.nih.gov/gene/?term=171463
Car12	Car12	carbonic anhydrase 12	76459	https://www.ncbi.nlm.nih.gov/gene/?term=76459
Frmd5	Frmd5	FERM domain containing 5	228564	https://www.ncbi.nlm.nih.gov/gene/?term=228564
Ifngr1	Ifngr1	interferon gamma receptor 1	15979	https://www.ncbi.nlm.nih.gov/gene/?term=15979
4930461G14Rik	4930461G14Rik	RIKEN cDNA 4930461G14 gene	74879	https://www.ncbi.nlm.nih.gov/gene/?term=74879
Map1a	Map1a	microtubule-associated protein 1 A	17754	https://www.ncbi.nlm.nih.gov/gene/?term=17754
Wipf1	Wipf1	WAS/WASL interacting protein family, member 1	215280	https://www.ncbi.nlm.nih.gov/gene/?term=215280
Acsl1	Acsl1	acyl-CoA synthetase long-chain family member 1	14081	https://www.ncbi.nlm.nih.gov/gene/?term=14081
Parm1	Parm1	prostate androgen-regulated mucin-like protein 1	231440	https://www.ncbi.nlm.nih.gov/gene/?term=231440
Ubash3b	Ubash3b	ubiquitin associated and SH3 domain containing, B	72828	https://www.ncbi.nlm.nih.gov/gene/?term=72828
Gramd3	Gramd3	GRAM domain containing 3	107022	https://www.ncbi.nlm.nih.gov/gene/?term=107022
Mapk4	Mapk4	mitogen-activated protein kinase 4	225724	https://www.ncbi.nlm.nih.gov/gene/?term=225724
Lix1l	Lix1l	Lix1-like	280411	https://www.ncbi.nlm.nih.gov/gene/?term=280411
Apbb1	Apbb1	amyloid beta (A4) precursor protein-binding, family B, member 1	11785	https://www.ncbi.nlm.nih.gov/gene/?term=11785
Soga1	Soga1	suppressor of glucose, autophagy associated 1	320706	https://www.ncbi.nlm.nih.gov/gene/?term=320706
Sprr1a	Sprr1a	small proline-rich protein 1A	20753	https://www.ncbi.nlm.nih.gov/gene/?term=20753
Glipr2	Glipr2	GLI pathogenesis-related 2	384009	https://www.ncbi.nlm.nih.gov/gene/?term=384009
Palld	Palld	palladin, cytoskeletal associated protein	72333	https://www.ncbi.nlm.nih.gov/gene/?term=72333
Id3	Id3	inhibitor of DNA binding 3	15903	https://www.ncbi.nlm.nih.gov/gene/?term=15903
Erich2	Erich2	glutamate rich 2	66748	https://www.ncbi.nlm.nih.gov/gene/?term=66748
Fkbp10	Fkbp10	FK506 binding protein 10	14230	https://www.ncbi.nlm.nih.gov/gene/?term=14230
Klhdc4	Klhdc4	kelch domain containing 4	234825	https://www.ncbi.nlm.nih.gov/gene/?term=234825
Emb	Emb	embigin	13723	https://www.ncbi.nlm.nih.gov/gene/?term=13723
Hexa	Hexa	hexosaminidase A	15211	https://www.ncbi.nlm.nih.gov/gene/?term=15211
Gabbr1	Gabbr1	gamma-aminobutyric acid (GABA) B receptor, 1	54393	https://www.ncbi.nlm.nih.gov/gene/?term=54393
Kank1	Kank1	KN motif and ankyrin repeat domains 1	107351	https://www.ncbi.nlm.nih.gov/gene/?term=107351
Zcwpw1	Zcwpw1	zinc finger, CW type with PWWP domain 1	381678	https://www.ncbi.nlm.nih.gov/gene/?term=381678
Efcab2	Efcab2	EF-hand calcium binding domain 2	68226	https://www.ncbi.nlm.nih.gov/gene/?term=68226
Peg3	Peg3	paternally expressed 3	18616	https://www.ncbi.nlm.nih.gov/gene/?term=18616
Rcan2	Rcan2	regulator of calcineurin 2	53901	https://www.ncbi.nlm.nih.gov/gene/?term=53901
Selp	Selp	selectin, platelet	20344	https://www.ncbi.nlm.nih.gov/gene/?term=20344
Fry	Fry	FRY microtubule binding protein	320365	https://www.ncbi.nlm.nih.gov/gene/?term=320365
Marveld1	Marveld1	MARVEL (membrane-associating) domain containing 1	277010	https://www.ncbi.nlm.nih.gov/gene/?term=277010
St3gal4	St3gal4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	20443	https://www.ncbi.nlm.nih.gov/gene/?term=20443
Tspan13	Tspan13	tetraspanin 13	66109	https://www.ncbi.nlm.nih.gov/gene/?term=66109
Adm	Adm	adrenomedullin	11535	https://www.ncbi.nlm.nih.gov/gene/?term=11535
Ric1	Ric1	RAB6A GEF complex partner 1	226089	https://www.ncbi.nlm.nih.gov/gene/?term=226089
Gpc1	Gpc1	glypican 1	14733	https://www.ncbi.nlm.nih.gov/gene/?term=14733
Tmprss6	Tmprss6	transmembrane serine protease 6	71753	https://www.ncbi.nlm.nih.gov/gene/?term=71753
Rassf9	Rassf9	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9	237504	https://www.ncbi.nlm.nih.gov/gene/?term=237504
Stxbp1	Stxbp1	syntaxin binding protein 1	20910	https://www.ncbi.nlm.nih.gov/gene/?term=20910
Phactr2	Phactr2	phosphatase and actin regulator 2	215789	https://www.ncbi.nlm.nih.gov/gene/?term=215789
Uggt2	Uggt2	UDP-glucose glycoprotein glucosyltransferase 2	66435	https://www.ncbi.nlm.nih.gov/gene/?term=66435
Ispd	Ispd	isoprenoid synthase domain containing	75847	https://www.ncbi.nlm.nih.gov/gene/?term=75847
Gla	Gla	galactosidase, alpha	11605	https://www.ncbi.nlm.nih.gov/gene/?term=11605
Dusp9	Dusp9	dual specificity phosphatase 9	75590	https://www.ncbi.nlm.nih.gov/gene/?term=75590
Cpn1	Cpn1	carboxypeptidase N, polypeptide 1	93721	https://www.ncbi.nlm.nih.gov/gene/?term=93721
Slc5a3	Slc5a3	solute carrier family 5 (inositol transporters), member 3	53881	https://www.ncbi.nlm.nih.gov/gene/?term=53881
Osgin1	Osgin1	oxidative stress induced growth inhibitor 1	71839	https://www.ncbi.nlm.nih.gov/gene/?term=71839
Trim35	Trim35	tripartite motif-containing 35	66854	https://www.ncbi.nlm.nih.gov/gene/?term=66854
Cpq	Cpq	carboxypeptidase Q	54381	https://www.ncbi.nlm.nih.gov/gene/?term=54381
Ahnak	Ahnak	AHNAK nucleoprotein (desmoyokin)	66395	https://www.ncbi.nlm.nih.gov/gene/?term=66395
Slc25a45	Slc25a45	solute carrier family 25, member 45	107375	https://www.ncbi.nlm.nih.gov/gene/?term=107375
Ncald	Ncald	neurocalcin delta	52589	https://www.ncbi.nlm.nih.gov/gene/?term=52589
P3h1	P3h1	prolyl 3-hydroxylase 1	56401	https://www.ncbi.nlm.nih.gov/gene/?term=56401
Bahcc1	Bahcc1	BAH domain and coiled-coil containing 1	268515	https://www.ncbi.nlm.nih.gov/gene/?term=268515
Gkap1	Gkap1	G kinase anchoring protein 1	56278	https://www.ncbi.nlm.nih.gov/gene/?term=56278
Fam187b	Fam187b	family with sequence similarity 187, member B	76415	https://www.ncbi.nlm.nih.gov/gene/?term=76415
Accsl	Accsl	1-aminocyclopropane-1-carboxylate synthase (non-functional)-like	381411	https://www.ncbi.nlm.nih.gov/gene/?term=381411
Camk1d	Camk1d	calcium/calmodulin-dependent protein kinase ID	227541	https://www.ncbi.nlm.nih.gov/gene/?term=227541
Sgk1	Sgk1	serum/glucocorticoid regulated kinase 1	20393	https://www.ncbi.nlm.nih.gov/gene/?term=20393
Zcchc24	Zcchc24	zinc finger, CCHC domain containing 24	71918	https://www.ncbi.nlm.nih.gov/gene/?term=71918
Rasgrp2	Rasgrp2	RAS, guanyl releasing protein 2	19395	https://www.ncbi.nlm.nih.gov/gene/?term=19395
B930082K07Rik	B930082K07Rik	RIKEN cDNA B930082K07 gene	320947	https://www.ncbi.nlm.nih.gov/gene/?term=320947
Snai2	Snai2	snail family zinc finger 2	20583	https://www.ncbi.nlm.nih.gov/gene/?term=20583
Cables1	Cables1	CDK5 and Abl enzyme substrate 1	63955	https://www.ncbi.nlm.nih.gov/gene/?term=63955
Dst	Dst	dystonin	13518	https://www.ncbi.nlm.nih.gov/gene/?term=13518
Cytip	Cytip	cytohesin 1 interacting protein	227929	https://www.ncbi.nlm.nih.gov/gene/?term=227929
Cmc2	Cmc2	COX assembly mitochondrial protein 2	66531	https://www.ncbi.nlm.nih.gov/gene/?term=66531
Arhgap24	Arhgap24	Rho GTPase activating protein 24	231532	https://www.ncbi.nlm.nih.gov/gene/?term=231532
Rfx3	Rfx3	regulatory factor X, 3 (influences HLA class II expression)	19726	https://www.ncbi.nlm.nih.gov/gene/?term=19726
Mertk	Mertk	MER proto-oncogene tyrosine kinase	17289	https://www.ncbi.nlm.nih.gov/gene/?term=17289
Gdnf	Gdnf	glial cell line derived neurotrophic factor	14573	https://www.ncbi.nlm.nih.gov/gene/?term=14573
Npr3	Npr3	natriuretic peptide receptor 3	18162	https://www.ncbi.nlm.nih.gov/gene/?term=18162
Sorcs2	Sorcs2	sortilin-related VPS10 domain containing receptor 2	81840	https://www.ncbi.nlm.nih.gov/gene/?term=81840
Magee1	Magee1	melanoma antigen, family E, 1	107528	https://www.ncbi.nlm.nih.gov/gene/?term=107528
Syne1	Syne1	spectrin repeat containing, nuclear envelope 1	64009	https://www.ncbi.nlm.nih.gov/gene/?term=64009
Fam171b	Fam171b	family with sequence similarity 171, member B	241520	https://www.ncbi.nlm.nih.gov/gene/?term=241520
Ccno	Ccno	cyclin O	218630	https://www.ncbi.nlm.nih.gov/gene/?term=218630
Pank1	Pank1	pantothenate kinase 1	75735	https://www.ncbi.nlm.nih.gov/gene/?term=75735
Ccdc88a	Ccdc88a	coiled coil domain containing 88A	108686	https://www.ncbi.nlm.nih.gov/gene/?term=108686
Hlf	Hlf	hepatic leukemia factor	217082	https://www.ncbi.nlm.nih.gov/gene/?term=217082
Elfn1	Elfn1	leucine rich repeat and fibronectin type III, extracellular 1	243312	https://www.ncbi.nlm.nih.gov/gene/?term=243312
Ms4a2	Ms4a2	membrane-spanning 4-domains, subfamily A, member 2	14126	https://www.ncbi.nlm.nih.gov/gene/?term=14126
Piezo1	Piezo1	piezo-type mechanosensitive ion channel component 1	234839	https://www.ncbi.nlm.nih.gov/gene/?term=234839
Arg1	Arg1	arginase, liver	11846	https://www.ncbi.nlm.nih.gov/gene/?term=11846
Il17rb	Il17rb	interleukin 17 receptor B	50905	https://www.ncbi.nlm.nih.gov/gene/?term=50905
Lgr4	Lgr4	leucine-rich repeat-containing G protein-coupled receptor 4	107515	https://www.ncbi.nlm.nih.gov/gene/?term=107515
Lrrc8c	Lrrc8c	leucine rich repeat containing 8 family, member C	100604	https://www.ncbi.nlm.nih.gov/gene/?term=100604
Cyp4b1	Cyp4b1	cytochrome P450, family 4, subfamily b, polypeptide 1	13120	https://www.ncbi.nlm.nih.gov/gene/?term=13120
Galm	Galm	galactose mutarotase	319625	https://www.ncbi.nlm.nih.gov/gene/?term=319625
Adamtsl5	Adamtsl5	ADAMTS-like 5	66548	https://www.ncbi.nlm.nih.gov/gene/?term=66548
Akna	Akna	AT-hook transcription factor	100182	https://www.ncbi.nlm.nih.gov/gene/?term=100182
Rab27b	Rab27b	RAB27B, member RAS oncogene family	80718	https://www.ncbi.nlm.nih.gov/gene/?term=80718
Arid3b	Arid3b	AT rich interactive domain 3B (BRIGHT-like)	56380	https://www.ncbi.nlm.nih.gov/gene/?term=56380
Gstp2	Gstp2	glutathione S-transferase, pi 2	14869	https://www.ncbi.nlm.nih.gov/gene/?term=14869
1700030J22Rik	1700030J22Rik	RIKEN cDNA 1700030J22 gene	69528	https://www.ncbi.nlm.nih.gov/gene/?term=69528
Ldlrad3	Ldlrad3	low density lipoprotein receptor class A domain containing 3	241576	https://www.ncbi.nlm.nih.gov/gene/?term=241576
Nsd1	Nsd1	nuclear receptor-binding SET-domain protein 1	18193	https://www.ncbi.nlm.nih.gov/gene/?term=18193
Hhat	Hhat	hedgehog acyltransferase	226861	https://www.ncbi.nlm.nih.gov/gene/?term=226861
Anxa8	Anxa8	annexin A8	11752	https://www.ncbi.nlm.nih.gov/gene/?term=11752
Cenpb	Cenpb	centromere protein B	12616	https://www.ncbi.nlm.nih.gov/gene/?term=12616
Mapre2	Mapre2	microtubule-associated protein, RP/EB family, member 2	212307	https://www.ncbi.nlm.nih.gov/gene/?term=212307
Zeb1	Zeb1	zinc finger E-box binding homeobox 1	21417	https://www.ncbi.nlm.nih.gov/gene/?term=21417
Stard9	Stard9	START domain containing 9	668880	https://www.ncbi.nlm.nih.gov/gene/?term=668880
Gm9732	Gm9732	predicted gene 9732	108168154	https://www.ncbi.nlm.nih.gov/gene/?term=108168154
Fam49a	Fam49a	family with sequence similarity 49, member A	76820	https://www.ncbi.nlm.nih.gov/gene/?term=76820
Elmod1	Elmod1	ELMO/CED-12 domain containing 1	270162	https://www.ncbi.nlm.nih.gov/gene/?term=270162
Tgfb1i1	Tgfb1i1	transforming growth factor beta 1 induced transcript 1	21804	https://www.ncbi.nlm.nih.gov/gene/?term=21804
2900052L18Rik	2900052L18Rik	RIKEN cDNA 2900052L18 gene	102640779	https://www.ncbi.nlm.nih.gov/gene/?term=102640779
Gm2115	Gm2115	predicted gene 2115	100039239	https://www.ncbi.nlm.nih.gov/gene/?term=100039239
Sema3a	Sema3a	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	20346	https://www.ncbi.nlm.nih.gov/gene/?term=20346
Actg2	Actg2	actin, gamma 2, smooth muscle, enteric	11468	https://www.ncbi.nlm.nih.gov/gene/?term=11468
D5Ertd605e	D5Ertd605e	DNA segment, Chr 5, ERATO Doi 605, expressed	100039805	https://www.ncbi.nlm.nih.gov/gene/?term=100039805
Tppp3	Tppp3	tubulin polymerization-promoting protein family member 3	67971	https://www.ncbi.nlm.nih.gov/gene/?term=67971
Car2	Car2	carbonic anhydrase 2	12349	https://www.ncbi.nlm.nih.gov/gene/?term=12349
Acta1	Acta1	actin, alpha 1, skeletal muscle	11459	https://www.ncbi.nlm.nih.gov/gene/?term=11459
Zfp160	Zfp160	zinc finger protein 160	224585	https://www.ncbi.nlm.nih.gov/gene/?term=224585
Btbd11	Btbd11	BTB (POZ) domain containing 11	74007	https://www.ncbi.nlm.nih.gov/gene/?term=74007
Cyp2s1	Cyp2s1	cytochrome P450, family 2, subfamily s, polypeptide 1	74134	https://www.ncbi.nlm.nih.gov/gene/?term=74134
Mcam	Mcam	melanoma cell adhesion molecule	84004	https://www.ncbi.nlm.nih.gov/gene/?term=84004
Dennd5b	Dennd5b	DENN/MADD domain containing 5B	320560	https://www.ncbi.nlm.nih.gov/gene/?term=320560
Srcin1	Srcin1	SRC kinase signaling inhibitor 1	56013	https://www.ncbi.nlm.nih.gov/gene/?term=56013
Tcaf1	Tcaf1	TRPM8 channel-associated factor 1	77574	https://www.ncbi.nlm.nih.gov/gene/?term=77574
Ssbp2	Ssbp2	single-stranded DNA binding protein 2	66970	https://www.ncbi.nlm.nih.gov/gene/?term=66970
Ankrd29	Ankrd29	ankyrin repeat domain 29	225187	https://www.ncbi.nlm.nih.gov/gene/?term=225187
Marcks	Marcks	myristoylated alanine rich protein kinase C substrate	17118	https://www.ncbi.nlm.nih.gov/gene/?term=17118
Lrtm2	Lrtm2	leucine-rich repeats and transmembrane domains 2	211187	https://www.ncbi.nlm.nih.gov/gene/?term=211187
Plcb1	Plcb1	phospholipase C, beta 1	18795	https://www.ncbi.nlm.nih.gov/gene/?term=18795
Prr5l	Prr5l	proline rich 5 like	72446	https://www.ncbi.nlm.nih.gov/gene/?term=72446
Nrbp2	Nrbp2	nuclear receptor binding protein 2	223649	https://www.ncbi.nlm.nih.gov/gene/?term=223649
Abcc5	Abcc5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	27416	https://www.ncbi.nlm.nih.gov/gene/?term=27416
Pparg	Pparg	peroxisome proliferator activated receptor gamma	19016	https://www.ncbi.nlm.nih.gov/gene/?term=19016
Atp2c2	Atp2c2	ATPase, Ca++ transporting, type 2C, member 2	69047	https://www.ncbi.nlm.nih.gov/gene/?term=69047
Eda	Eda	ectodysplasin-A	13607	https://www.ncbi.nlm.nih.gov/gene/?term=13607
Lsp1	Lsp1	lymphocyte specific 1	16985	https://www.ncbi.nlm.nih.gov/gene/?term=16985
Foxa1	Foxa1	forkhead box A1	15375	https://www.ncbi.nlm.nih.gov/gene/?term=15375
Rasgrp3	Rasgrp3	RAS, guanyl releasing protein 3	240168	https://www.ncbi.nlm.nih.gov/gene/?term=240168
Gpr155	Gpr155	G protein-coupled receptor 155	68526	https://www.ncbi.nlm.nih.gov/gene/?term=68526
4930432K21Rik	4930432K21Rik	RIKEN cDNA 4930432K21 gene	74666	https://www.ncbi.nlm.nih.gov/gene/?term=74666
Fam43a	Fam43a	family with sequence similarity 43, member A	224093	https://www.ncbi.nlm.nih.gov/gene/?term=224093
Prtg	Prtg	protogenin	235472	https://www.ncbi.nlm.nih.gov/gene/?term=235472
D630039A03Rik	D630039A03Rik	RIKEN cDNA D630039A03 gene	242484	https://www.ncbi.nlm.nih.gov/gene/?term=242484
Cys1	Cys1	cystin 1	12879	https://www.ncbi.nlm.nih.gov/gene/?term=12879
Gpc4	Gpc4	glypican 4	14735	https://www.ncbi.nlm.nih.gov/gene/?term=14735
Elovl4	Elovl4	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4	83603	https://www.ncbi.nlm.nih.gov/gene/?term=83603
Cers4	Cers4	ceramide synthase 4	67260	https://www.ncbi.nlm.nih.gov/gene/?term=67260
Gpnmb	Gpnmb	glycoprotein (transmembrane) nmb	93695	https://www.ncbi.nlm.nih.gov/gene/?term=93695
Sfxn4	Sfxn4	sideroflexin 4	94281	https://www.ncbi.nlm.nih.gov/gene/?term=94281
Zan	Zan	zonadhesin	22635	https://www.ncbi.nlm.nih.gov/gene/?term=22635
Btc	Btc	betacellulin, epidermal growth factor family member	12223	https://www.ncbi.nlm.nih.gov/gene/?term=12223
Pdx1	Pdx1	pancreatic and duodenal homeobox 1	18609	https://www.ncbi.nlm.nih.gov/gene/?term=18609
Pcdhb14	Pcdhb14	protocadherin beta 14	93885	https://www.ncbi.nlm.nih.gov/gene/?term=93885
Casp14	Casp14	caspase 14	12365	https://www.ncbi.nlm.nih.gov/gene/?term=12365
Btbd16	Btbd16	BTB (POZ) domain containing 16	330660	https://www.ncbi.nlm.nih.gov/gene/?term=330660
Igfbp7	Igfbp7	insulin-like growth factor binding protein 7	29817	https://www.ncbi.nlm.nih.gov/gene/?term=29817
Zadh2	Zadh2	zinc binding alcohol dehydrogenase, domain containing 2	225791	https://www.ncbi.nlm.nih.gov/gene/?term=225791
Tgfbr3	Tgfbr3	transforming growth factor, beta receptor III	21814	https://www.ncbi.nlm.nih.gov/gene/?term=21814
Galk2	Galk2	galactokinase 2	69976	https://www.ncbi.nlm.nih.gov/gene/?term=69976
Ccnjl	Ccnjl	cyclin J-like	380694	https://www.ncbi.nlm.nih.gov/gene/?term=380694
Chodl	Chodl	chondrolectin	246048	https://www.ncbi.nlm.nih.gov/gene/?term=246048
Vav3	Vav3	vav 3 oncogene	57257	https://www.ncbi.nlm.nih.gov/gene/?term=57257
Tmsb4x	Tmsb4x	thymosin, beta 4, X chromosome	19241	https://www.ncbi.nlm.nih.gov/gene/?term=19241
Npy2r	Npy2r	neuropeptide Y receptor Y2	18167	https://www.ncbi.nlm.nih.gov/gene/?term=18167
Rbm20	Rbm20	RNA binding motif protein 20	73713	https://www.ncbi.nlm.nih.gov/gene/?term=73713
Agap2	Agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	216439	https://www.ncbi.nlm.nih.gov/gene/?term=216439
Lrrc14b	Lrrc14b	leucine rich repeat containing 14B	432779	https://www.ncbi.nlm.nih.gov/gene/?term=432779
Pkdcc	Pkdcc	protein kinase domain containing, cytoplasmic	106522	https://www.ncbi.nlm.nih.gov/gene/?term=106522
Csrp2	Csrp2	cysteine and glycine-rich protein 2	13008	https://www.ncbi.nlm.nih.gov/gene/?term=13008
Uhrf2	Uhrf2	ubiquitin-like, containing PHD and RING finger domains 2	109113	https://www.ncbi.nlm.nih.gov/gene/?term=109113
A730020M07Rik	A730020M07Rik	RIKEN cDNA A730020M07 gene	100503044	https://www.ncbi.nlm.nih.gov/gene/?term=100503044
Ffar4	Ffar4	free fatty acid receptor 4	107221	https://www.ncbi.nlm.nih.gov/gene/?term=107221
Capn6	Capn6	calpain 6	12338	https://www.ncbi.nlm.nih.gov/gene/?term=12338
Ppargc1a	Ppargc1a	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha	19017	https://www.ncbi.nlm.nih.gov/gene/?term=19017
Katnal2	Katnal2	katanin p60 subunit A-like 2	71206	https://www.ncbi.nlm.nih.gov/gene/?term=71206
Barx2	Barx2	BarH-like homeobox 2	12023	https://www.ncbi.nlm.nih.gov/gene/?term=12023
Ank	Ank	progressive ankylosis	11732	https://www.ncbi.nlm.nih.gov/gene/?term=11732
Zcchc14	Zcchc14	zinc finger, CCHC domain containing 14	142682	https://www.ncbi.nlm.nih.gov/gene/?term=142682
Fcor	Fcor	Foxo1 corepressor	100503924	https://www.ncbi.nlm.nih.gov/gene/?term=100503924
